"AE","Load","Depth","PeakNumber","Source"
413.085755104242,4.38760607705116,6.64359032813798,1,"4 Peak 2"
320.720764869867,5.1322243316514,7.356465336784,2,"4 Peak 2"
1019.34952710022,0.984575623228541,2.53112398649299,1,"4 Peak 2"
2910.85892651429,0.985677866864014,2.535643905477,2,"4 Peak 2"
313.459146240848,1.36107351813117,3.04883888598599,3,"4 Peak 2"
887.07023022522,1.42728378345847,3.14178736669299,4,"4 Peak 2"
1068.9557282721,1.69211706315838,3.47498631690999,5,"4 Peak 2"
994.81986401429,2.13097649320607,3.98797450882199,6,"4 Peak 2"
312.532140675395,1.33266994344902,2.946403528193,1,"4 Peak 2"
1605.14127153478,2.11852986102364,3.91313131958202,2,"4 Peak 2"
4083.4354609879,2.11974280509873,3.91681793515002,3,"4 Peak 2"
1683.48966020665,2.33531283974043,4.16845230529103,4,"4 Peak 2"
709.481481495705,2.5945723454055,4.466816265717,5,"4 Peak 2"
391.572851124614,3.37508579652737,5.30726007667101,6,"4 Peak 2"
784.580803985403,1.70503915574681,3.42084393702899,1,"4 Peak 2"
1785.52660476665,3.73320818892752,5.676912992307,2,"4 Peak 2"
3674.42797195415,4.90713887561112,6.85268510111999,3,"4 Peak 2"
8126.19652664165,4.90824059427293,6.85558091820798,4,"4 Peak 2"
2022.89769851665,5.01864947704978,6.97994024561399,5,"4 Peak 2"
461.31991555969,0.947605508590959,2.395758810839,1,"4 Peak 2"
721.732635286255,1.35515834913592,2.989085081599,2,"4 Peak 2"
357.138335969846,1.61031647730861,3.31932242595099,3,"4 Peak 2"
473.363067415159,2.21980156950695,4.055285164189,4,"4 Peak 2"
301.128529164652,2.40454630688098,4.099726293212,1,"5 Peak 2"
1957.15233287559,2.70483415923501,4.426131737139,2,"5 Peak 2"
306.94463023887,3.07468366807907,4.81835231419203,3,"5 Peak 2"
369.453236195902,4.28420179824263,6.05467245280002,4,"5 Peak 2"
317.696339223245,5.56138661157916,7.27144464245501,5,"5 Peak 2"
307.38066539512,5.61338997000459,7.31925450052202,6,"5 Peak 2"
279.280445668558,5.61598027539626,7.32044198892001,7,"5 Peak 2"
513.012867543558,5.6910197992392,7.39691703091501,8,"5 Peak 2"
273.034535024027,5.70348255024823,7.41058834912201,9,"5 Peak 2"
359.375050160745,6.40177990649903,8.02599384373102,10,"5 Peak 2"
282.78935680137,6.4031653944074,8.02849783932501,11,"5 Peak 2"
781.766712758399,6.49388548463177,8.10899042886101,12,"5 Peak 2"
275.573109242777,6.52547673433627,8.13997886346502,13,"5 Peak 2"
314.738209340433,6.60494199287889,8.21111339648402,14,"5 Peak 2"
304.854969594339,6.64735865033432,8.24954508377701,15,"5 Peak 2"
294.267017934183,6.75073752572115,8.34259117621002,16,"5 Peak 2"
348.26298961387,6.75276646930942,8.34421385066301,17,"5 Peak 2"
5357.81541881309,6.80733507088542,8.39684226441801,18,"5 Peak 2"
9778.72801646934,6.80865815442832,8.399178567467,19,"5 Peak 2"
299.669788930277,6.84307320279629,8.44000887880603,20,"5 Peak 2"
275.436207387308,6.89678848223378,8.480898026755,21,"5 Peak 2"
282.342274281839,6.9963017547857,8.564100461761,22,"5 Peak 2"
278.90849742637,7.00063737551196,8.56680355940901,23,"5 Peak 2"
324.941334340433,7.00231235187965,8.56946722329602,24,"5 Peak 2"
280.43632945762,7.19490231828603,8.73629057521202,25,"5 Peak 2"
296.320301625589,7.30540908764607,8.82911227973003,26,"5 Peak 2"
1115.27789972621,1.02203532049294,2.45631112446301,1,"5 Peak 2"
339.090888007462,1.8190204912574,3.50575619703,2,"5 Peak 2"
479.732611640274,3.07422452816557,4.92088629219901,3,"5 Peak 2"
937.045233710589,3.52540757921091,5.407869937675,4,"5 Peak 2"
450.642462714493,4.39701050700356,6.274776014656,5,"5 Peak 2"
839.94137446003,1.59045108296009,3.278840938695,1,"5 Peak 2"
1246.42391840534,1.61425919060369,3.316111666159,2,"5 Peak 2"
669.880583444403,2.19233455248032,4.01565493277499,3,"5 Peak 2"
3607.45468012409,4.01914254281655,5.99883218277901,4,"5 Peak 2"
297.114042917059,4.02042830823389,6.00222387519202,5,"5 Peak 2"
443.608671823309,4.33941131604948,6.32418496094201,6,"5 Peak 2"
627.781096585129,0.955094021631597,2.445823506566,1,"5 Peak 2"
442.220488674973,2.25874144927888,4.12575358852803,2,"5 Peak 2"
3220.97878945622,2.72927893267095,4.66220678199201,3,"5 Peak 2"
275.187193997239,6.62096282494021,8.66265854848803,4,"5 Peak 2"
310.395415432786,6.92245601975116,8.93986347212402,5,"5 Peak 2"
815.360503323413,7.08183615725258,9.08637086390101,6,"5 Peak 2"
440.919376676363,1.03275146183322,2.554461763505,1,"5 Peak 2"
377.388614957613,1.06246372591708,2.60268052153799,2,"5 Peak 2"
397.807743375581,1.7925438137543,3.58880120094,3,"5 Peak 2"
374.066288297456,2.64659233728614,4.61290926331799,4,"5 Peak 2"
1377.03766280918,3.88367068312881,5.977330405299,5,"5 Peak 2"
